Value,Avg3,Stdev3,Minimum3,Maximum3,Fluctuation3,Avg5,Stdev5,Minimum5,Maximum5,Fluctuation5,Avg7,Stdev7,Minimum7,Maximum7,Fluctuation7,Hour,Minute,Second,Microsecond,
11.4,11.4,0.5291502622129183,11.0,12.0,1.0,11.5,0.5099019513592786,11.0,12.1,1.0999999999999996,11.585714285714285,0.44131837120372064,11.0,12.1,1.0999999999999996,7,58,1,645447,
12.1,11.533333333333333,0.41633319989322676,11.2,12.0,0.8000000000000007,11.36,0.3847076812334271,11.0,12.0,1.0,11.528571428571428,0.43479606604432286,11.0,12.1,1.0999999999999996,7,58,1,746200,
11.7,11.833333333333334,0.3785938897200179,11.4,12.1,0.6999999999999993,11.54,0.4878524367060187,11.0,12.1,1.0999999999999996,11.571428571428571,0.47858919654294235,11.0,12.1,1.0999999999999996,7,58,1,846857,
11.3,11.733333333333333,0.3511884584284243,11.4,12.1,0.6999999999999993,11.68,0.3834057902536163,11.2,12.1,0.9000000000000004,11.514285714285714,0.4259443290250164,11.0,12.1,1.0999999999999996,7,58,1,947394,
12.3,11.7,0.39999999999999947,11.3,12.1,0.7999999999999989,11.7,0.3535533905932734,11.3,12.1,0.7999999999999989,11.528571428571428,0.41518785191880586,11.0,12.1,1.0999999999999996,7,58,2,47873,
12.7,11.766666666666667,0.5033222956847168,11.3,12.3,1.0,11.76,0.43358966777357594,11.3,12.3,1.0,11.714285714285714,0.429839394148448,11.2,12.3,1.1000000000000014,7,58,2,148340,
12.1,12.1,0.7211102550927972,11.3,12.7,1.3999999999999986,12.02,0.5403702434442516,11.3,12.7,1.3999999999999986,11.928571428571429,0.4990467102863406,11.3,12.7,1.3999999999999986,7,58,2,249370,
12.1,12.366666666666667,0.305505046330389,12.1,12.7,0.5999999999999996,12.02,0.5403702434442516,11.3,12.7,1.3999999999999986,11.942857142857143,0.5028490259085152,11.3,12.7,1.3999999999999986,7,58,2,350394,
12.8,12.299999999999999,0.34641016151377524,12.1,12.7,0.5999999999999996,12.1,0.5099019513592781,11.3,12.7,1.3999999999999986,12.042857142857143,0.44293394111365636,11.3,12.7,1.3999999999999986,7,58,2,451117,
11.2,12.333333333333334,0.40414518843273867,12.1,12.8,0.7000000000000011,12.4,0.33166247903554014,12.1,12.8,0.7000000000000011,12.142857142857142,0.5287001130355559,11.3,12.8,1.5,7,58,2,551715,
12.9,12.033333333333333,0.802080627701065,11.2,12.8,1.6000000000000014,12.18,0.6379655163094635,11.2,12.8,1.6000000000000014,12.071428571428571,0.6237368187365719,11.2,12.8,1.6000000000000014,7,58,2,652379,
11.7,12.3,0.9539392014169463,11.2,12.9,1.700000000000001,12.22,0.6833739825307961,11.2,12.9,1.700000000000001,12.3,0.5859465277082319,11.2,12.9,1.700000000000001,7,58,2,753052,
12.4,11.933333333333334,0.873689494805411,11.2,12.9,1.700000000000001,12.14,0.7231873892705825,11.2,12.9,1.700000000000001,12.214285714285714,0.628300807545164,11.2,12.9,1.700000000000001,7,58,2,854938,
12.1,12.333333333333334,0.6027713773341714,11.7,12.9,1.200000000000001,12.2,0.7314369419163903,11.2,12.9,1.700000000000001,12.17142857142857,0.5992058236095671,11.2,12.9,1.700000000000001,7,58,2,955592,
12.0,12.066666666666666,0.35118845842842517,11.7,12.4,0.7000000000000011,12.06,0.6503845016603644,11.2,12.9,1.700000000000001,12.17142857142857,0.5992058236095671,11.2,12.9,1.700000000000001,7,58,3,56177,
11.4,12.166666666666666,0.20816659994661352,12.0,12.4,0.40000000000000036,12.22,0.4549725266430934,11.7,12.9,1.200000000000001,12.157142857142857,0.6023762469230867,11.2,12.9,1.700000000000001,7,58,3,156715,
11.2,11.833333333333334,0.3785938897200179,11.4,12.1,0.6999999999999993,11.92,0.3834057902536163,11.4,12.4,1.0,11.957142857142857,0.5855400437691202,11.2,12.9,1.700000000000001,7,58,3,257329,
12.3,11.533333333333333,0.41633319989322676,11.2,12.0,0.8000000000000007,11.82,0.5019960159204455,11.2,12.4,1.200000000000001,11.957142857142857,0.5855400437691202,11.2,12.9,1.700000000000001,7,58,3,358034,
12.7,11.633333333333333,0.5859465277082321,11.2,12.3,1.1000000000000014,11.8,0.47434164902525716,11.2,12.3,1.1000000000000014,11.871428571428572,0.45355736761107296,11.2,12.4,1.200000000000001,7,58,3,458819,
12.2,12.066666666666666,0.7767453465154032,11.2,12.7,1.5,11.92,0.6220932405998316,11.2,12.7,1.5,12.014285714285714,0.5398412465054625,11.2,12.7,1.5,7,58,3,559452,
12.5,12.4,0.2645751311064588,12.2,12.7,0.5,11.959999999999999,0.6348228099241551,11.2,12.7,1.5,11.985714285714286,0.5209880722517276,11.2,12.7,1.5,7,58,3,660208,
11.9,12.466666666666667,0.2516611478423584,12.2,12.7,0.5,12.18,0.5805170109479999,11.2,12.7,1.5,12.042857142857143,0.5563486402641868,11.2,12.7,1.5,7,58,3,760929,
12.8,12.2,0.2999999999999998,11.9,12.5,0.5999999999999996,12.32,0.30331501776206177,11.9,12.7,0.7999999999999989,12.028571428571428,0.5589105048046175,11.2,12.7,1.5,7,58,3,861751,
12.0,12.4,0.4582575694955841,11.9,12.8,0.9000000000000004,12.42,0.37013511046643494,11.9,12.8,0.9000000000000004,12.228571428571428,0.5468524655221181,11.2,12.8,1.6000000000000014,7,58,3,962550,
11.7,12.233333333333334,0.493288286231625,11.9,12.8,0.9000000000000004,12.28,0.37013511046643516,11.9,12.8,0.9000000000000004,12.342857142857143,0.3408672412985387,11.9,12.8,0.9000000000000004,7,58,4,63262,
11.0,12.166666666666666,0.5686240703077333,11.7,12.8,1.1000000000000014,12.18,0.4549725266430934,11.7,12.8,1.1000000000000014,12.257142857142856,0.4197504927816956,11.7,12.8,1.1000000000000014,7,58,4,164040,
11.7,11.566666666666666,0.5131601439446883,11.0,12.0,1.0,11.88,0.6457553716385179,11.0,12.8,1.8000000000000007,12.014285714285714,0.5814595756329397,11.0,12.8,1.8000000000000007,7,58,4,264762,
12.3,11.466666666666667,0.4041451884327376,11.0,11.7,0.6999999999999993,11.84,0.6503845016603643,11.0,12.8,1.8000000000000007,11.942857142857143,0.5855400437691202,11.0,12.8,1.8000000000000007,7,58,4,365448,
11.2,11.666666666666666,0.6506407098647715,11.0,12.3,1.3000000000000007,11.74,0.48270073544588704,11.0,12.3,1.3000000000000007,11.914285714285715,0.5580578567035607,11.0,12.8,1.8000000000000007,7,58,4,466184,
12.1,11.733333333333333,0.5507570547286109,11.2,12.3,1.1000000000000014,11.58,0.5069516742254634,11.0,12.3,1.3000000000000007,11.814285714285715,0.6202917900165255,11.0,12.8,1.8000000000000007,7,58,4,566939,
12.5,11.866666666666667,0.5859465277082321,11.2,12.3,1.1000000000000014,11.66,0.5594640292279748,11.0,12.3,1.3000000000000007,11.714285714285714,0.4740906081772819,11.0,12.3,1.3000000000000007,7,58,4,667559,
12.2,11.933333333333334,0.6658328118479396,11.2,12.5,1.3000000000000007,11.959999999999999,0.5176871642217918,11.2,12.5,1.3000000000000007,11.785714285714285,0.5550632739564367,11.0,12.5,1.5,7,58,4,768183,
11.7,12.266666666666666,0.20816659994661352,12.1,12.5,0.40000000000000036,12.06,0.502991053598372,11.2,12.5,1.3000000000000007,11.857142857142858,0.5740416444159864,11.0,12.5,1.5,7,58,4,868827,
12.4,12.133333333333333,0.40414518843273833,11.7,12.5,0.8000000000000007,11.94,0.5029910535983719,11.2,12.5,1.3000000000000007,11.957142857142857,0.4466808810815724,11.2,12.5,1.3000000000000007,7,58,4,969290,
12.6,12.1,0.36055512754639935,11.7,12.4,0.7000000000000011,12.18,0.3114482300479491,11.7,12.5,0.8000000000000007,12.057142857142857,0.45773770821706383,11.2,12.5,1.3000000000000007,7,58,5,69968,
11.1,12.233333333333333,0.47258156262526113,11.7,12.6,0.9000000000000004,12.28,0.3563705936241095,11.7,12.6,0.9000000000000004,12.1,0.49665548085837824,11.2,12.6,1.4000000000000004,7,58,5,170544,
11.6,12.033333333333333,0.8144527815247079,11.1,12.6,1.5,12.0,0.6041522986797287,11.1,12.6,1.5,12.085714285714285,0.5273473599964621,11.1,12.6,1.5,7,58,5,271174,
12.3,11.766666666666666,0.7637626158259734,11.1,12.6,1.5,11.879999999999999,0.6140032573203502,11.1,12.6,1.5,12.014285714285714,0.5580578567035605,11.1,12.6,1.5,7,58,5,371753,
11.9,11.666666666666666,0.6027713773341714,11.1,12.3,1.200000000000001,12.0,0.628490254498827,11.1,12.6,1.5,11.985714285714286,0.5336308693862313,11.1,12.6,1.5,7,58,5,472421,
12.3,11.933333333333334,0.35118845842842517,11.6,12.3,0.7000000000000011,11.9,0.5873670062235367,11.1,12.6,1.5,11.942857142857143,0.5255382728122439,11.1,12.6,1.5,7,58,5,573048,
12.9,12.166666666666668,0.23094010767585052,11.9,12.3,0.40000000000000036,11.84,0.5079370039680122,11.1,12.3,1.200000000000001,12.028571428571428,0.5282495802626058,11.1,12.6,1.5,7,58,5,673669,
12.1,12.366666666666667,0.5033222956847166,11.9,12.9,1.0,12.200000000000001,0.4898979485566359,11.6,12.9,1.3000000000000007,12.1,0.6137317546507325,11.1,12.9,1.8000000000000007,7,58,5,774260,
12.0,12.433333333333334,0.41633319989322676,12.1,12.9,0.8000000000000007,12.3,0.3741657386773942,11.9,12.9,1.0,12.028571428571428,0.5736267244886865,11.1,12.9,1.8000000000000007,7,58,5,874921,
11.3,12.333333333333334,0.493288286231625,12.0,12.9,0.9000000000000004,12.24,0.39749213828703595,11.9,12.9,1.0,12.157142857142857,0.40766466144427627,11.6,12.9,1.3000000000000007,7,58,5,975410,
12.2,11.8,0.43588989435406683,11.3,12.1,0.7999999999999989,12.120000000000001,0.5761944116355172,11.3,12.9,1.5999999999999996,12.114285714285714,0.48452234702013974,11.3,12.9,1.5999999999999996,7,58,6,75912,
12.6,11.833333333333334,0.47258156262526013,11.3,12.2,0.8999999999999986,12.1,0.5700877125495688,11.3,12.9,1.5999999999999996,12.1,0.47958315233127186,11.3,12.9,1.5999999999999996,7,58,6,176376,
11.7,12.033333333333333,0.6658328118479387,11.3,12.6,1.299999999999999,12.04,0.47222875812470333,11.3,12.6,1.299999999999999,12.2,0.5033222956847165,11.3,12.9,1.5999999999999996,7,58,6,276949,
12.4,12.166666666666666,0.4509249752822896,11.7,12.6,0.9000000000000004,11.959999999999999,0.49295030175464916,11.3,12.6,1.299999999999999,12.114285714285714,0.5336308693862309,11.3,12.9,1.5999999999999996,7,58,6,377581,
12.1,12.233333333333333,0.47258156262526113,11.7,12.6,0.9000000000000004,12.04,0.5319774431308152,11.3,12.6,1.299999999999999,12.042857142857143,0.43534332373864354,11.3,12.6,1.299999999999999,7,58,6,478212,
12.5,12.066666666666666,0.35118845842842517,11.7,12.4,0.7000000000000011,12.2,0.33911649915626363,11.7,12.6,0.9000000000000004,12.042857142857143,0.43534332373864354,11.3,12.6,1.299999999999999,7,58,6,578745,
12.2,12.333333333333334,0.20816659994661352,12.1,12.5,0.40000000000000036,12.26,0.3646916505762096,11.7,12.6,0.9000000000000004,12.114285714285714,0.46700667885506514,11.3,12.6,1.299999999999999,7,58,6,679237,
12.1,12.266666666666666,0.20816659994661352,12.1,12.5,0.40000000000000036,12.18,0.3114482300479491,11.7,12.5,0.8000000000000007,12.242857142857142,0.2992052966172385,11.7,12.6,0.9000000000000004,7,58,6,779876,
11.4,12.266666666666666,0.20816659994661352,12.1,12.5,0.40000000000000036,12.26,0.1816590212458498,12.1,12.5,0.40000000000000036,12.228571428571428,0.30394235042348494,11.7,12.6,0.9000000000000004,7,58,6,880467,
11.4,11.9,0.43588989435406683,11.4,12.2,0.7999999999999989,12.06,0.40373258476372675,11.4,12.5,1.0999999999999996,12.057142857142857,0.3866830866792722,11.4,12.5,1.0999999999999996,7,58,6,981051,
11.3,11.633333333333333,0.4041451884327376,11.4,12.1,0.6999999999999993,11.92,0.49699094559156676,11.4,12.5,1.0999999999999996,12.014285714285714,0.44507891221134926,11.4,12.5,1.0999999999999996,7,58,7,81646,
11.0,11.366666666666667,0.05773502691896237,11.3,11.4,0.09999999999999964,11.68,0.43243496620879246,11.3,12.2,0.8999999999999986,11.857142857142858,0.47908643220593206,11.3,12.5,1.1999999999999993,7,58,7,182543,
11.6,11.233333333333334,0.20816659994661352,11.0,11.4,0.40000000000000036,11.44,0.40373258476372675,11.0,12.1,1.0999999999999996,11.7,0.5597618541248885,11.0,12.5,1.5,7,58,7,283213,
12.4,11.3,0.2999999999999998,11.0,11.6,0.5999999999999996,11.34,0.21908902300206634,11.0,11.6,0.5999999999999996,11.571428571428571,0.43479606604432236,11.0,12.2,1.1999999999999993,7,58,7,383889,
11.2,11.666666666666666,0.7023769168568494,11.0,12.4,1.4000000000000004,11.540000000000001,0.5272570530585627,11.0,12.4,1.4000000000000004,11.6,0.4864839839775474,11.0,12.4,1.4000000000000004,7,58,7,484571,
12.0,11.733333333333333,0.6110100926607792,11.2,12.4,1.200000000000001,11.5,0.5477225575051663,11.0,12.4,1.4000000000000004,11.471428571428572,0.4498677054212188,11.0,12.4,1.4000000000000004,7,58,7,585234,
12.5,11.866666666666667,0.6110100926607792,11.2,12.4,1.200000000000001,11.64,0.5727128425310544,11.0,12.4,1.4000000000000004,11.557142857142857,0.4894116973712517,11.0,12.4,1.4000000000000004,7,58,7,685930,
11.1,11.9,0.6557438524302004,11.2,12.5,1.3000000000000007,11.94,0.5458937625582476,11.2,12.5,1.3000000000000007,11.714285714285714,0.5956189257922425,11.0,12.5,1.5,7,58,7,786521,
12.6,11.866666666666667,0.7094598884597589,11.1,12.5,1.4000000000000004,11.84,0.6580273550544844,11.1,12.5,1.4000000000000004,11.685714285714285,0.6229729031789732,11.0,12.5,1.5,7,58,7,887140,
11.2,12.066666666666666,0.8386497083606084,11.1,12.6,1.5,11.879999999999999,0.7049822692805828,11.1,12.6,1.5,11.914285714285715,0.6229729031789732,11.1,12.6,1.5,7,58,7,987745,
12.1,11.633333333333333,0.8386497083606084,11.1,12.6,1.5,11.879999999999999,0.7049822692805828,11.1,12.6,1.5,11.857142857142858,0.6729466121893647,11.1,12.6,1.5,7,58,8,88278,
12.8,11.966666666666667,0.7094598884597589,11.2,12.6,1.4000000000000004,11.9,0.710633520177595,11.1,12.6,1.5,11.814285714285713,0.6414269805898187,11.1,12.6,1.5,7,58,8,189007,
11.4,12.033333333333333,0.802080627701065,11.2,12.8,1.6000000000000014,11.959999999999999,0.7829431652425357,11.1,12.8,1.700000000000001,12.042857142857143,0.6704653678780209,11.1,12.8,1.700000000000001,7,58,8,289601,
12.4,12.1,0.7000000000000002,11.4,12.8,1.4000000000000004,12.02,0.7085195833567343,11.2,12.8,1.6000000000000014,11.957142857142857,0.7138093649734569,11.1,12.8,1.700000000000001,7,58,8,390195,
11.8,12.200000000000001,0.721110255092798,11.4,12.8,1.4000000000000004,11.98,0.6723094525588649,11.2,12.8,1.6000000000000014,11.942857142857143,0.702037850017464,11.1,12.8,1.700000000000001,7,58,8,490983,
12.0,11.866666666666667,0.5033222956847166,11.4,12.4,1.0,12.1,0.5385164807134505,11.4,12.8,1.4000000000000004,12.042857142857143,0.6051367417290711,11.2,12.8,1.6000000000000014,7,58,8,591575,
12.6,12.066666666666666,0.3055050463303892,11.8,12.4,0.5999999999999996,12.08,0.5403702434442519,11.4,12.8,1.4000000000000004,11.957142857142857,0.5533448076836689,11.2,12.8,1.6000000000000014,7,58,8,692183,
12.5,12.133333333333333,0.41633319989322604,11.8,12.6,0.7999999999999989,12.040000000000001,0.47749345545253263,11.4,12.6,1.1999999999999993,12.157142857142857,0.4825527358301296,11.4,12.8,1.4000000000000004,7,58,8,792810,
13.0,12.366666666666667,0.3214550253664317,12.0,12.6,0.5999999999999996,12.26,0.34351128074635306,11.8,12.6,0.7999999999999989,12.214285714285715,0.49809159608975334,11.4,12.8,1.4000000000000004,7,58,8,894259,
12.6,12.7,0.26457513110645914,12.5,13.0,0.5,12.38,0.48166378315169156,11.8,13.0,1.1999999999999993,12.242857142857144,0.5411627692821658,11.4,13.0,1.5999999999999996,7,58,8,994990,
12.0,12.7,0.26457513110645914,12.5,13.0,0.5,12.54,0.3577708763999663,12.0,13.0,1.0,12.414285714285715,0.4017817460121493,11.8,13.0,1.1999999999999993,7,58,9,95668,
12.4,12.533333333333333,0.5033222956847166,12.0,13.0,1.0,12.54,0.3577708763999663,12.0,13.0,1.0,12.357142857142858,0.43149794459588797,11.8,13.0,1.1999999999999993,7,58,9,196348,
12.5,12.333333333333334,0.3055050463303892,12.0,12.6,0.5999999999999996,12.5,0.3605551275463989,12.0,13.0,1.0,12.442857142857143,0.35523298860110974,12.0,13.0,1.0,7,58,9,296992,
12.8,12.3,0.26457513110645914,12.0,12.5,0.5,12.5,0.3605551275463989,12.0,13.0,1.0,12.514285714285714,0.2968084198523318,12.0,13.0,1.0,7,58,9,397531,
11.7,12.566666666666666,0.20816659994661352,12.4,12.8,0.40000000000000036,12.46,0.2966479394838267,12.0,12.8,0.8000000000000007,12.542857142857143,0.3154739442867026,12.0,13.0,1.0,7,58,9,498268,
12.4,12.333333333333334,0.5686240703077333,11.7,12.8,1.1000000000000014,12.28,0.43243496620879357,11.7,12.8,1.1000000000000014,12.428571428571429,0.4498677054212189,11.7,13.0,1.3000000000000007,7,58,9,599016,
11.0,12.3,0.5567764362830029,11.7,12.8,1.1000000000000014,12.36,0.40373258476372753,11.7,12.8,1.1000000000000014,12.342857142857143,0.3735288603626362,11.7,12.8,1.1000000000000014,7,58,9,699623,
12.8,11.7,0.7000000000000002,11.0,12.4,1.4000000000000004,12.08,0.7259476565152617,11.0,12.8,1.8000000000000007,12.114285714285714,0.6067085281214023,11.0,12.8,1.8000000000000007,7,58,9,799991,
12.4,12.066666666666666,0.945163125250522,11.0,12.8,1.8000000000000007,12.14,0.7797435475847175,11.0,12.8,1.8000000000000007,12.22857142857143,0.6550172662209901,11.0,12.8,1.8000000000000007,7,58,9,900468,
11.2,12.066666666666666,0.945163125250522,11.0,12.8,1.8000000000000007,12.06,0.7127411872482188,11.0,12.8,1.8000000000000007,12.22857142857143,0.6550172662209901,11.0,12.8,1.8000000000000007,7,58,10,1390,
12.8,12.133333333333333,0.8326663997864538,11.2,12.8,1.6000000000000014,11.96,0.8049844718999247,11.0,12.8,1.8000000000000007,12.042857142857143,0.7435436388384636,11.0,12.8,1.8000000000000007,7,58,10,102045,
12.8,12.133333333333333,0.8326663997864538,11.2,12.8,1.6000000000000014,12.040000000000001,0.8763560920082663,11.0,12.8,1.8000000000000007,12.042857142857143,0.7435436388384636,11.0,12.8,1.8000000000000007,7,58,10,202872,
12.0,12.266666666666667,0.9237604307034021,11.2,12.8,1.6000000000000014,12.4,0.6928203230275516,11.2,12.8,1.6000000000000014,12.200000000000001,0.7745966692414838,11.0,12.8,1.8000000000000007,7,58,10,303358,
11.1,12.533333333333333,0.46188021535170104,12.0,12.8,0.8000000000000007,12.24,0.669328021227261,11.2,12.8,1.6000000000000014,12.142857142857142,0.7721337165222595,11.0,12.8,1.8000000000000007,7,58,10,403980,
12.3,11.966666666666667,0.8504900548115388,11.1,12.8,1.700000000000001,11.98,0.8258329128825037,11.1,12.8,1.700000000000001,12.157142857142857,0.7480132415430962,11.1,12.8,1.700000000000001,7,58,10,504513,
11.0,11.8,0.6244997998398403,11.1,12.3,1.200000000000001,12.200000000000001,0.7035623639735149,11.1,12.8,1.700000000000001,12.085714285714285,0.6986381310057724,11.1,12.8,1.700000000000001,7,58,10,604959,
11.6,11.466666666666667,0.7234178138070241,11.0,12.3,1.3000000000000007,11.84,0.7765307463326875,11.0,12.8,1.8000000000000007,11.885714285714286,0.788307409218366,11.0,12.8,1.8000000000000007,7,58,10,705619,
11.5,11.633333333333333,0.6506407098647715,11.0,12.3,1.3000000000000007,11.6,0.5612486080160916,11.0,12.3,1.3000000000000007,11.942857142857143,0.7435436388384635,11.0,12.8,1.8000000000000007,7,58,10,806046,
12.1,11.366666666666667,0.3214550253664317,11.0,11.6,0.5999999999999996,11.5,0.5147815070493503,11.0,12.3,1.3000000000000007,11.757142857142858,0.6502746672423456,11.0,12.8,1.8000000000000007,7,58,10,906657,
11.1,11.733333333333333,0.3214550253664317,11.5,12.1,0.5999999999999996,11.7,0.5147815070493502,11.0,12.3,1.3000000000000007,11.657142857142857,0.4995235825502233,11.0,12.3,1.3000000000000007,7,58,11,7158,
11.2,11.566666666666666,0.5033222956847166,11.1,12.1,1.0,11.459999999999999,0.43931765272977585,11.0,12.1,1.0999999999999996,11.528571428571428,0.5122313465427049,11.0,12.3,1.3000000000000007,7,58,11,107935,
11.2,11.466666666666667,0.5507570547286104,11.1,12.1,1.0,11.5,0.3937003937005906,11.1,12.1,1.0,11.542857142857143,0.49952358255022333,11.0,12.3,1.3000000000000007,7,58,11,208479,
11.1,11.166666666666666,0.05773502691896237,11.1,11.2,0.09999999999999964,11.42,0.4086563348340511,11.1,12.1,1.0,11.385714285714286,0.3804758924845367,11.0,12.1,1.0999999999999996,7,58,11,309158,
12.2,11.166666666666666,0.05773502691896237,11.1,11.2,0.09999999999999964,11.34,0.4277849927241488,11.1,12.1,1.0,11.4,0.3651483716701108,11.1,12.1,1.0,7,58,11,409860,
11.6,11.5,0.6082762530298218,11.1,12.2,1.0999999999999996,11.36,0.4722287581247037,11.1,12.2,1.0999999999999996,11.485714285714286,0.4740906081772816,11.1,12.2,1.0999999999999996,7,58,11,510562,
11.7,11.633333333333333,0.55075705472861,11.1,12.2,1.0999999999999996,11.459999999999999,0.45607017003965516,11.1,12.2,1.0999999999999996,11.5,0.4760952285695233,11.1,12.2,1.0999999999999996,7,58,11,611207,
11.2,11.833333333333332,0.3214550253664317,11.6,12.2,0.5999999999999996,11.559999999999999,0.43931765272977585,11.1,12.2,1.0999999999999996,11.442857142857143,0.41173269183271016,11.1,12.2,1.0999999999999996,7,58,11,711871,
12.5,11.5,0.26457513110645914,11.2,11.7,0.5,11.559999999999999,0.43931765272977585,11.1,12.2,1.0999999999999996,11.457142857142857,0.3994043183589901,11.1,12.2,1.0999999999999996,7,58,11,812504,
11.2,11.799999999999999,0.6557438524302004,11.2,12.5,1.3000000000000007,11.84,0.5128352561983236,11.2,12.5,1.3000000000000007,11.642857142857142,0.5380741673076395,11.1,12.5,1.4000000000000004,7,58,11,913152,
12.2,11.633333333333333,0.7505553499465139,11.2,12.5,1.3000000000000007,11.639999999999999,0.5319774431308157,11.2,12.5,1.3000000000000007,11.642857142857142,0.5380741673076395,11.1,12.5,1.4000000000000004,7,58,12,13821,
11.1,11.966666666666667,0.6806859285554049,11.2,12.5,1.3000000000000007,11.76,0.5856620185738531,11.2,12.5,1.3000000000000007,11.799999999999999,0.5131601439446886,11.2,12.5,1.3000000000000007,7,58,12,114489,
13.0,11.5,0.6082762530298218,11.1,12.2,1.0999999999999996,11.639999999999999,0.6580273550544842,11.1,12.5,1.4000000000000004,11.642857142857142,0.5380741673076395,11.1,12.5,1.4000000000000004,7,58,12,215244,
12.9,12.1,0.9539392014169458,11.1,13.0,1.9000000000000004,12.0,0.8276472678623427,11.1,13.0,1.9000000000000004,11.842857142857142,0.7412987316351013,11.1,13.0,1.9000000000000004,7,58,12,315688,
11.2,12.333333333333334,1.069267662156363,11.1,13.0,1.9000000000000004,12.08,0.9038805230781337,11.1,13.0,1.9000000000000004,12.014285714285714,0.8355209381548967,11.1,13.0,1.9000000000000004,7,58,12,416101,
12.2,12.366666666666667,1.0115993936995684,11.2,13.0,1.8000000000000007,12.08,0.9038805230781337,11.1,13.0,1.9000000000000004,12.014285714285714,0.8355209381548967,11.1,13.0,1.9000000000000004,7,58,12,516913,
12.0,12.1,0.8544003745317537,11.2,12.9,1.700000000000001,12.08,0.9038805230781337,11.1,13.0,1.9000000000000004,11.971428571428572,0.813867896148357,11.1,13.0,1.9000000000000004,7,58,12,617524,
12.7,11.799999999999999,0.5291502622129183,11.2,12.2,1.0,12.26,0.7334848328356902,11.2,13.0,1.8000000000000007,12.085714285714285,0.7403345447128876,11.1,13.0,1.9000000000000004,7,58,12,718026,
12.9,12.299999999999999,0.3605551275463986,12.0,12.7,0.6999999999999993,12.2,0.6670832032063169,11.2,12.9,1.700000000000001,12.157142857142857,0.7764387566686398,11.1,13.0,1.9000000000000004,7,58,12,818584,
12.8,12.533333333333333,0.47258156262526085,12.0,12.9,0.9000000000000004,12.2,0.6670832032063169,11.2,12.9,1.700000000000001,12.414285714285715,0.6568322247184374,11.2,13.0,1.8000000000000007,7,58,12,919217,
12.7,12.8,0.10000000000000053,12.7,12.9,0.20000000000000107,12.52,0.3962322551231792,12.0,12.9,0.9000000000000004,12.385714285714286,0.6309478885734056,11.2,12.9,1.700000000000001,7,58,13,19664,
12.7,12.8,0.10000000000000053,12.7,12.9,0.20000000000000107,12.62,0.35637059362410933,12.0,12.9,0.9000000000000004,12.357142857142858,0.6078847008469698,11.2,12.9,1.700000000000001,7,58,13,120260,
11.9,12.733333333333333,0.0577350269189634,12.7,12.8,0.10000000000000142,12.76,0.08944271909999216,12.7,12.9,0.20000000000000107,12.571428571428571,0.33523268393901046,12.0,12.9,0.9000000000000004,7,58,13,220966,
11.9,12.433333333333334,0.4618802153517,11.9,12.7,0.7999999999999989,12.6,0.3999999999999999,11.9,12.9,1.0,12.528571428571428,0.4029651999626671,11.9,12.9,1.0,7,58,13,321653,
11.2,12.166666666666666,0.4618802153517,11.9,12.7,0.7999999999999989,12.4,0.4582575694955837,11.9,12.8,0.9000000000000004,12.514285714285714,0.4259443290250162,11.9,12.9,1.0,7,58,13,422251,
12.0,11.666666666666666,0.40414518843273867,11.2,11.9,0.7000000000000011,12.08,0.6340346993658942,11.2,12.7,1.5,12.3,0.640312423743285,11.2,12.9,1.700000000000001,7,58,13,522737,
11.5,11.7,0.43588989435406783,11.2,12.0,0.8000000000000007,11.94,0.5319774431308154,11.2,12.7,1.5,12.17142857142857,0.5879747322073338,11.2,12.8,1.6000000000000014,7,58,13,623113,
12.1,11.566666666666666,0.40414518843273833,11.2,12.0,0.8000000000000007,11.7,0.33911649915626374,11.2,12.0,0.8000000000000007,11.985714285714286,0.561036455822529,11.2,12.7,1.5,7,58,13,723444,
11.8,11.866666666666667,0.3214550253664317,11.5,12.1,0.5999999999999996,11.74,0.37815340802378095,11.2,12.1,0.9000000000000004,11.9,0.4725815626252608,11.2,12.7,1.5,7,58,13,823770,
12.1,11.8,0.2999999999999998,11.5,12.1,0.5999999999999996,11.72,0.37013511046643516,11.2,12.1,0.9000000000000004,11.771428571428572,0.31471831698777747,11.2,12.1,0.9000000000000004,7,58,13,924427,
12.3,12.0,0.17320508075688712,11.8,12.1,0.29999999999999893,11.9,0.25495097567963904,11.5,12.1,0.5999999999999996,11.8,0.33665016461206937,11.2,12.1,0.9000000000000004,7,58,14,25159,
11.6,12.066666666666666,0.25166114784235827,11.8,12.3,0.5,11.96,0.31304951684997057,11.5,12.3,0.8000000000000007,11.857142857142858,0.3866830866792724,11.2,12.3,1.1000000000000014,7,58,14,125991,
13.0,12.0,0.36055512754639935,11.6,12.3,0.7000000000000011,11.98,0.27748873851023226,11.6,12.3,0.7000000000000011,11.914285714285715,0.29113897843110054,11.5,12.3,0.8000000000000007,7,58,14,226743,
11.5,12.3,0.7000000000000002,11.6,13.0,1.4000000000000004,12.16,0.5412947441089744,11.6,13.0,1.4000000000000004,12.057142857142857,0.5061526214398936,11.5,13.0,1.5,7,58,14,327455,
11.1,12.033333333333333,0.8386497083606084,11.5,13.0,1.5,12.1,0.6041522986797287,11.5,13.0,1.5,12.057142857142857,0.5061526214398936,11.5,13.0,1.5,7,58,14,428182,
